id,carat,cut,color,clarity,depth,table,x,y,z,price
51731,0.51,Very Good,E,SI1,63.1,56.0,5.06,5.09,3.2,1443
189143,0.5,Very Good,G,VVS2,62.6,55.0,5.05,5.08,3.17,1838
54336,0.5,Very Good,J,SI1,62.8,57.0,5.05,5.03,3.16,1105
158752,0.91,Very Good,G,VS2,62.6,59.0,6.13,6.18,3.85,4525
84674,0.9,Very Good,I,VS2,61.1,63.0,6.09,6.03,3.69,3246
51187,1.2,Ideal,G,VVS1,62.7,56.0,6.74,6.79,4.24,9521
13235,0.9,Very Good,H,SI1,62.7,57.0,6.12,6.17,3.85,3201
119028,2.0,Ideal,I,SI1,62.2,56.0,8.07,8.04,5.0,17153
174763,0.7,Very Good,F,SI2,59.1,59.0,5.8,5.83,3.42,1877
112494,1.02,Premium,G,VS1,62.1,58.0,6.48,6.36,3.99,6415
7378,0.27,Ideal,G,VVS2,61.8,56.0,4.1,4.14,2.54,504
112325,1.02,Ideal,I,VS2,61.9,56.0,6.42,6.46,3.99,4199
170971,0.33,Ideal,G,SI1,62.0,56.0,4.4,4.43,2.74,631
177930,0.72,Very Good,G,SI1,62.7,58.0,5.75,5.72,3.59,2345
162957,0.51,Good,D,SI1,63.4,57.0,5.04,5.07,3.21,1349
187524,0.51,Premium,E,VS2,60.0,58.0,5.17,5.12,3.1,1443
121179,0.32,Ideal,G,SI1,61.9,55.0,4.41,4.4,2.73,595
186791,0.92,Very Good,D,SI2,63.3,58.0,6.11,6.12,3.87,3418
139496,1.01,Ideal,G,SI1,61.5,58.0,6.39,6.42,3.94,5531
35606,0.41,Ideal,H,VS2,62.3,57.0,4.74,4.76,2.95,828
74937,0.91,Premium,H,VS2,61.2,59.0,6.29,6.24,3.83,4542
2638,0.3,Premium,G,VS1,62.0,58.0,4.29,4.33,2.67,605
116085,0.32,Ideal,J,SI1,62.6,55.0,4.35,4.38,2.73,393
16808,0.32,Ideal,D,VVS2,61.2,56.0,4.46,4.42,2.71,990
145193,0.3,Ideal,H,SI1,62.3,56.0,4.32,4.29,2.68,520
58082,1.04,Very Good,D,SI2,62.3,60.0,6.38,6.49,4.01,5131
145215,1.11,Premium,F,SI2,62.7,57.0,6.62,6.58,4.15,4969
9791,0.72,Premium,F,VS2,62.6,62.0,5.67,5.72,3.57,2777
88343,0.32,Premium,I,SI1,60.9,58.0,4.4,4.37,2.67,401
104928,0.53,Premium,G,SI2,60.9,59.0,5.26,5.21,3.18,1202
173749,0.31,Premium,G,IF,62.0,58.0,4.35,4.37,2.7,979
98958,1.34,Ideal,H,VS1,62.7,57.0,7.11,7.04,4.43,8029
90174,0.91,Premium,H,SI1,60.1,61.0,6.36,6.24,3.79,3774
156523,0.25,Ideal,E,VS1,62.5,55.0,4.03,4.06,2.53,458
159213,1.02,Premium,G,VS2,62.0,58.0,6.4,6.42,3.97,4714
108206,0.4,Premium,D,VS2,61.7,59.0,4.74,4.72,2.92,1050
158831,0.41,Ideal,G,VVS1,61.4,55.0,4.79,4.83,2.95,1155
130998,0.42,Ideal,H,IF,62.2,57.0,4.79,4.77,2.97,1222
190431,2.0,Very Good,E,SI2,58.7,54.0,8.08,8.2,4.82,16064
115546,1.21,Premium,G,VS2,59.8,59.0,7.01,6.97,4.18,7996
107133,1.5,Good,H,VS2,64.0,58.0,7.14,7.1,4.56,9193
122197,1.03,Ideal,F,SI2,62.5,57.0,6.43,6.46,4.02,4503
29110,0.33,Ideal,G,VS2,62.0,56.0,4.43,4.46,2.76,579
60573,0.91,Premium,E,SI1,62.4,59.0,6.2,6.15,3.85,4181
132055,1.13,Ideal,F,VS1,62.1,55.0,6.66,6.7,4.14,8820
55480,1.67,Premium,I,SI1,62.4,58.0,7.6,7.55,4.73,10138
7836,0.54,Ideal,G,VS2,62.3,54.0,5.19,5.22,3.25,1637
92612,2.54,Very Good,I,SI1,63.6,59.0,8.68,8.65,5.49,16801
173155,1.51,Premium,G,SI2,62.4,58.0,7.33,7.31,4.57,7258
136088,1.2,Ideal,I,VS1,63.0,57.0,6.72,6.75,4.25,4836
139935,0.8,Ideal,D,VS2,62.5,57.0,5.87,5.9,3.69,3283
51124,0.53,Ideal,E,VS2,61.9,56.0,5.2,5.24,3.23,1554
81815,0.7,Ideal,E,SI2,60.7,57.0,5.77,5.75,3.5,2507
96664,1.22,Ideal,H,VS1,61.1,56.0,6.92,6.88,4.21,7466
96101,1.26,Ideal,G,SI2,61.7,56.0,6.91,6.95,4.28,5799
108755,0.38,Ideal,H,VVS1,62.1,54.0,4.63,4.71,2.9,905
176623,0.36,Premium,D,SI2,61.5,60.0,4.58,4.55,2.8,669
74567,0.24,Very Good,D,VS1,61.4,60.0,3.97,4.0,2.45,419
18296,0.72,Premium,D,SI1,62.4,58.0,5.73,5.76,3.58,2879
87266,0.7,Very Good,D,SI2,58.1,59.0,5.85,5.9,3.39,2363
185065,0.43,Ideal,G,VVS1,61.6,57.0,4.87,4.91,3.0,1076
183695,0.41,Ideal,F,SI1,62.7,54.0,4.74,4.78,2.98,969
63414,0.4,Very Good,F,SI1,63.3,57.0,4.7,4.67,2.96,882
109520,1.53,Premium,D,SI2,61.3,60.0,7.43,7.37,4.54,11360
75150,0.71,Very Good,D,SI1,62.7,60.0,5.65,5.69,3.56,2695
61735,1.01,Ideal,G,VS1,62.0,57.0,6.4,6.35,3.95,6517
116314,1.14,Ideal,G,VS2,61.2,57.0,6.77,6.71,4.13,6559
180428,1.5,Premium,I,SI1,60.5,61.0,7.33,7.29,4.43,8415
141859,0.59,Ideal,E,SI2,62.2,55.0,5.35,5.41,3.35,1591
154902,2.07,Ideal,G,SI2,61.6,57.0,8.23,8.19,5.02,14824
156767,0.33,Ideal,D,VS1,61.0,56.0,4.45,4.47,2.72,914
185822,0.9,Very Good,I,SI2,63.8,55.0,6.09,6.14,3.91,2845
114391,0.51,Ideal,I,VS1,60.7,56.0,5.16,5.14,3.13,1260
124897,0.52,Ideal,F,SI1,62.0,55.0,5.18,5.15,3.2,1378
4397,0.57,Ideal,J,VS2,61.2,57.0,5.33,5.38,3.27,1060
98383,1.27,Ideal,I,SI1,62.0,57.0,6.92,6.88,4.27,5607
191833,1.51,Very Good,I,SI1,60.5,58.0,7.38,7.43,4.48,9067
53192,1.2,Premium,J,VS1,60.2,55.0,6.92,6.87,4.15,5233
62777,1.32,Premium,G,SI2,62.4,59.0,7.05,6.97,4.37,6006
77242,0.51,Ideal,D,VS1,61.8,56.0,5.14,5.17,3.19,2082
43088,0.31,Ideal,G,VS2,61.6,56.0,4.32,4.35,2.67,544
25726,1.01,Good,G,SI1,63.6,60.0,6.37,6.34,4.04,4338
49141,0.3,Premium,H,SI1,60.8,61.0,4.35,4.32,2.63,675
18038,0.74,Ideal,G,VS2,61.8,55.0,5.82,5.87,3.61,3151
51814,1.61,Ideal,G,VS1,62.3,55.0,7.54,7.59,4.7,16431
189945,1.53,Ideal,H,VVS2,61.6,59.0,7.41,7.37,4.55,12209
12286,0.9,Premium,H,SI2,62.0,58.0,6.15,6.09,3.78,3425
158393,0.55,Premium,E,SI1,59.2,60.0,5.4,5.43,3.16,1613
112359,0.32,Ideal,D,SI1,61.7,56.0,4.42,4.39,2.72,756
50045,0.32,Ideal,G,VVS1,62.3,53.0,4.4,4.42,2.75,753
158182,0.51,Very Good,F,VVS2,60.2,57.0,5.17,5.23,3.14,1978
11403,1.59,Premium,E,SI1,60.1,58.0,7.62,7.56,4.54,12000
25988,0.31,Ideal,F,VS2,61.9,55.0,4.36,4.33,2.69,802
136602,0.51,Premium,F,VS2,61.4,60.0,5.16,5.13,3.15,1656
132550,0.89,Ideal,D,SI2,61.6,55.0,6.2,6.17,3.81,4347
130384,1.5,Ideal,E,VS2,63.0,55.0,7.28,7.24,4.59,14859
121565,1.5,Ideal,G,VS2,62.0,55.0,7.35,7.37,4.56,13135
147711,0.51,Ideal,G,SI1,62.3,55.0,5.12,5.14,3.19,1259
114030,0.9,Very Good,H,VS1,63.1,58.0,6.12,6.16,3.88,4435
121722,0.35,Ideal,F,VS2,61.7,55.0,4.54,4.58,2.81,706
182053,0.7,Very Good,E,SI2,62.5,57.0,5.66,5.69,3.54,2260
20494,1.01,Premium,E,VS2,60.8,56.0,6.58,6.56,3.99,6666
128558,0.53,Premium,F,VS2,60.0,58.0,5.25,5.28,3.16,1654
93207,0.76,Ideal,D,SI2,62.0,56.0,5.84,5.86,3.63,2919
181285,1.24,Premium,D,SI2,62.3,62.0,6.89,6.84,4.28,5747
56632,0.42,Premium,E,VS2,62.4,57.0,4.82,4.77,2.99,935
155349,0.41,Ideal,D,VS2,62.3,55.0,4.74,4.76,2.96,1079
67653,0.35,Very Good,D,SI1,63.2,57.0,4.48,4.51,2.83,616
7616,1.0,Premium,D,SI1,61.2,58.0,6.44,6.42,3.94,6093
118533,0.91,Premium,F,SI2,60.4,59.0,6.34,6.3,3.81,3672
64637,0.52,Ideal,G,VS1,61.5,55.0,5.18,5.23,3.2,1695
177905,0.54,Premium,E,SI1,58.8,58.0,5.4,5.3,3.13,1257
45550,1.15,Premium,G,VS2,62.5,58.0,6.66,6.7,4.18,7455
149874,0.91,Very Good,H,SI1,63.2,57.0,6.12,6.17,3.88,4089
147293,0.26,Ideal,I,VS1,62.2,54.0,4.11,4.14,2.57,429
165835,0.43,Very Good,E,VS1,63.4,57.0,4.85,4.81,3.06,1154
104118,0.52,Very Good,D,SI1,60.0,57.0,5.17,5.19,3.11,1636
25641,0.38,Ideal,F,VVS2,62.2,55.0,4.66,4.64,2.89,1115
46856,1.14,Good,F,VS2,63.7,56.0,6.59,6.63,4.21,7742
191708,1.7,Premium,I,VVS2,62.2,58.0,7.64,7.62,4.75,12531
162244,0.3,Ideal,H,SI1,60.0,57.0,4.34,4.38,2.63,447
10481,0.7,Very Good,E,SI2,61.7,56.0,5.72,5.79,3.55,2239
125906,0.7,Fair,F,SI2,65.2,55.0,5.65,5.58,3.63,2175
53523,0.41,Very Good,F,VS1,63.2,58.0,4.68,4.72,2.97,931
121261,0.51,Ideal,H,VS2,61.8,54.0,5.16,5.19,3.2,1437
164269,0.54,Ideal,H,VS1,62.0,58.0,5.21,5.17,3.22,1361
83896,1.5,Good,I,VVS2,63.9,61.0,7.21,7.25,4.62,10302
127765,0.54,Ideal,E,SI1,60.8,57.0,5.26,5.3,3.21,1441
147102,1.05,Premium,H,SI1,60.4,62.0,6.57,6.5,3.95,5139
11872,2.23,Ideal,H,SI2,60.8,57.0,8.42,8.48,5.15,14199
144113,1.7,Good,I,VS2,64.0,58.0,7.48,7.45,4.8,10835
183757,1.01,Good,H,SI1,63.9,59.0,6.35,6.32,4.06,4088
171919,1.01,Ideal,D,VS2,62.5,54.0,6.43,6.4,4.01,8977
64962,0.3,Premium,G,VVS1,61.4,58.0,4.33,4.3,2.65,1041
127380,0.31,Ideal,G,VS1,62.6,55.0,4.35,4.4,2.74,802
63819,0.43,Ideal,G,VS1,61.6,57.0,4.79,4.85,2.97,921
55685,0.4,Premium,G,SI1,62.5,58.0,4.76,4.71,2.96,702
69287,0.72,Good,G,SI1,63.4,60.0,5.69,5.66,3.6,2451
32471,1.07,Ideal,F,SI2,61.4,56.0,6.6,6.64,4.06,4503
110387,0.59,Ideal,F,VS2,61.7,55.0,5.38,5.4,3.33,1794
30652,1.03,Premium,H,VS2,62.9,58.0,6.47,6.42,4.05,4191
182788,0.38,Ideal,D,VS1,62.5,55.0,4.64,4.59,2.88,1140
28470,0.31,Premium,F,VS2,61.1,59.0,4.33,4.4,2.67,625
70965,1.07,Ideal,D,SI2,61.4,58.0,6.59,6.64,4.06,5112
77032,0.8,Very Good,F,VVS1,63.3,57.0,5.9,5.95,3.73,4304
103663,0.31,Ideal,G,VS1,62.4,54.8,4.33,4.37,2.72,557
80506,0.91,Very Good,H,SI1,63.5,58.0,6.17,6.07,3.89,3923
161082,0.3,Ideal,G,VVS2,62.1,53.0,4.31,4.35,2.69,694
143460,1.12,Ideal,E,SI1,60.7,56.0,6.7,6.75,4.08,5839
166287,0.24,Ideal,H,VVS1,61.3,56.0,3.99,4.03,2.46,483
62910,0.9,Premium,G,VS2,62.1,58.0,6.15,6.11,3.8,4050
170968,0.72,Premium,F,SI1,62.9,58.0,5.71,5.67,3.57,1926
19606,0.51,Ideal,D,VS2,61.1,57.0,5.12,5.15,3.14,1846
102145,0.55,Ideal,G,SI1,62.0,55.0,5.29,5.23,3.27,1402
24352,0.73,Ideal,F,VS1,61.5,57.0,5.79,5.83,3.57,3519
31351,0.71,Ideal,F,VS1,61.3,56.0,5.74,5.77,3.53,3397
169583,1.0,Ideal,E,VS2,62.6,55.0,6.37,6.41,4.0,6742
137200,0.42,Very Good,E,VS2,60.4,59.0,4.8,4.83,2.91,958
128274,0.91,Very Good,D,SI1,61.8,59.0,6.06,6.15,3.78,4559
63464,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.32,2.69,621
14756,1.51,Premium,G,SI1,61.0,59.0,7.45,7.36,4.51,11465
77083,0.71,Very Good,J,SI1,61.6,57.0,5.71,5.78,3.54,2155
38683,0.79,Ideal,D,VS2,61.3,57.0,5.96,5.88,3.64,3317
65076,1.01,Ideal,F,IF,62.3,56.0,6.38,6.42,3.99,11061
188950,0.9,Very Good,E,SI2,63.3,58.0,6.14,6.1,3.88,4012
173010,0.32,Ideal,I,SI1,61.1,55.0,4.46,4.43,2.72,574
136670,1.32,Very Good,F,VS2,62.4,58.0,6.97,7.03,4.36,9705
52535,0.71,Ideal,G,SI2,61.2,57.0,5.74,5.76,3.52,2059
132890,1.51,Very Good,E,SI2,62.9,63.0,7.3,7.25,4.57,7143
105168,0.42,Ideal,F,VVS1,62.3,55.0,4.77,4.79,2.98,1326
107103,1.0,Premium,G,VS2,59.9,61.0,6.45,6.42,3.87,6154
152686,0.46,Good,F,VS2,63.9,56.0,4.83,4.86,3.09,1031
62029,0.4,Good,E,SI1,63.7,56.0,4.68,4.74,3.01,702
184104,0.31,Ideal,H,VVS1,62.3,54.0,4.36,4.38,2.72,907
14992,0.4,Ideal,G,VS1,61.7,57.0,4.73,4.7,2.91,961
148571,0.31,Premium,E,VVS2,61.8,59.0,4.33,4.35,2.68,816
61706,1.02,Premium,F,VVS2,62.5,59.0,6.42,6.45,4.02,9012
41970,2.0,Premium,I,SI1,59.8,59.0,8.35,8.24,4.94,14620
39727,0.5,Ideal,G,SI1,61.1,58.0,5.1,5.12,3.12,1259
150988,1.09,Very Good,G,VVS2,60.5,55.0,6.72,6.72,4.06,8925
172964,0.72,Ideal,I,VS2,61.1,56.0,5.8,5.78,3.54,2440
128893,0.4,Ideal,F,VS1,61.1,56.0,4.82,4.79,2.94,1050
120479,0.25,Very Good,E,VVS2,63.0,57.0,4.0,4.06,2.54,575
158945,0.55,Ideal,F,SI1,61.4,56.0,5.31,5.34,3.25,1591
93055,1.01,Good,F,VS2,59.9,61.0,6.46,6.48,3.88,5832
93898,1.51,Very Good,G,VVS2,62.9,58.0,7.22,7.31,4.58,15805
36938,1.02,Premium,H,SI1,59.6,58.0,6.53,6.6,3.92,5273
151084,0.31,Premium,G,SI2,61.1,59.0,4.35,4.38,2.66,523
22762,0.33,Ideal,F,VVS1,61.1,57.0,4.43,4.45,2.71,888
6896,0.31,Ideal,F,IF,62.1,54.0,4.37,4.41,2.73,914
125914,1.0,Good,F,SI2,63.7,59.0,6.26,6.2,3.97,3610
52301,0.28,Ideal,H,VVS2,62.0,55.0,4.17,4.2,2.6,551
56073,0.71,Ideal,F,SI2,62.0,56.0,5.68,5.71,3.53,2010
8398,0.32,Premium,G,VVS2,62.3,59.0,4.36,4.41,2.74,707
154021,0.53,Ideal,G,VS1,62.2,54.0,5.18,5.21,3.23,1752
160689,1.02,Very Good,G,VS1,63.1,58.0,6.42,6.4,4.04,6989
90888,0.4,Premium,H,VS2,61.8,59.0,4.73,4.73,2.93,807
60555,0.5,Very Good,D,SI1,61.0,59.0,5.04,5.08,3.09,1326
87049,0.83,Premium,E,SI1,62.3,59.0,6.05,5.99,3.74,3690
99271,1.15,Premium,H,SI1,62.6,56.0,6.7,6.65,4.18,6052
9110,0.31,Premium,G,VVS1,60.9,58.0,4.37,4.35,2.66,1046
31636,1.01,Premium,H,SI1,61.4,59.0,6.41,6.37,3.92,4363
180287,0.52,Very Good,E,VS2,58.9,63.0,5.23,5.16,3.1,1598
51675,0.36,Ideal,D,VS2,60.8,56.0,4.65,4.61,2.81,739
3145,0.36,Ideal,D,VS1,62.0,55.0,4.58,4.55,2.84,815
37976,0.31,Premium,F,VS2,61.2,58.0,4.35,4.37,2.67,802
151162,1.54,Ideal,H,VS1,61.1,56.0,7.44,7.47,4.56,11400
14199,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.05,4419
136195,0.32,Ideal,G,VS2,61.7,55.0,4.46,4.44,2.74,612
187047,0.9,Very Good,H,VS1,62.3,58.0,6.2,6.17,3.85,4284
2205,1.0,Premium,E,SI1,62.1,59.0,6.43,6.38,3.96,5497
62575,0.33,Very Good,E,VVS2,59.3,61.0,4.46,4.51,2.66,801
12475,1.35,Ideal,H,VS2,61.0,57.0,7.13,7.16,4.37,8662
36125,0.33,Ideal,F,VS2,61.8,56.0,4.41,4.43,2.73,854
57062,0.31,Ideal,G,VS2,62.3,55.0,4.36,4.38,2.72,544
172436,1.22,Ideal,H,SI1,62.8,55.0,6.8,6.75,4.25,6664
104548,0.7,Premium,E,VS2,60.4,59.0,5.72,5.75,3.46,3119
414,0.32,Premium,G,SI2,62.1,60.0,4.35,4.32,2.69,540
52561,1.14,Ideal,G,VS1,61.2,57.0,6.73,6.78,4.13,8928
111226,1.23,Premium,D,SI2,62.0,58.0,6.85,6.9,4.25,6007
49485,2.01,Ideal,H,SI2,62.0,58.0,8.05,8.1,5.01,16562
49960,0.76,Very Good,G,VS1,63.2,59.0,5.75,5.78,3.64,2849
31894,1.2,Ideal,E,SI2,62.1,57.0,6.83,6.78,4.23,6892
44527,0.9,Very Good,G,VS2,63.4,59.0,6.13,6.09,3.87,4355
141199,0.32,Ideal,H,SI1,61.9,57.0,4.36,4.38,2.71,576
72045,0.52,Ideal,G,VS1,61.9,55.5,5.11,5.14,3.18,1803
31675,1.12,Very Good,E,VS1,60.9,59.0,6.67,6.71,4.08,7866
50759,0.46,Ideal,D,VS1,62.8,56.0,4.88,4.94,3.08,1836
172829,0.41,Premium,G,VS1,61.9,58.0,4.78,4.76,2.96,961
82760,0.52,Ideal,F,SI1,59.9,57.0,5.21,5.3,3.15,1369
109818,0.31,Ideal,J,VS2,61.9,54.0,4.35,4.39,2.7,450
13622,0.3,Ideal,D,VVS2,61.7,57.0,4.29,4.33,2.65,761
191504,0.3,Ideal,G,VVS2,62.2,57.0,4.29,4.3,2.67,684
106479,0.9,Very Good,F,SI1,63.4,61.0,6.03,6.07,3.82,3950
32377,1.55,Good,J,SI2,63.7,60.0,7.31,7.35,4.65,7972
104963,1.01,Ideal,D,VS1,60.5,56.0,6.51,6.56,3.95,8820
30281,0.38,Ideal,E,VS1,61.5,55.0,4.66,4.69,2.88,905
110461,1.5,Good,I,SI1,58.5,61.0,7.39,7.45,4.37,8058
178370,0.56,Ideal,D,VS2,61.5,56.0,5.31,5.27,3.25,1959
156240,0.3,Ideal,E,VS2,61.4,56.0,4.33,4.35,2.66,680
37902,1.2,Premium,G,SI2,61.5,61.0,6.84,6.79,4.19,5567
113932,1.02,Good,H,SI1,63.7,54.0,6.36,6.32,4.04,4586
33387,0.31,Ideal,E,IF,62.1,56.0,4.37,4.35,2.7,1170
136083,1.01,Good,D,SI2,63.1,60.0,6.35,6.39,4.02,4787
120129,0.7,Premium,J,VS2,62.1,58.0,5.64,5.67,3.51,1866
60707,1.12,Fair,H,VS2,65.8,58.0,6.42,6.35,4.21,4766
56823,0.33,Very Good,D,SI1,63.1,57.0,4.41,4.44,2.79,660
580,0.36,Very Good,E,SI1,62.7,55.0,4.54,4.58,2.86,631
109062,1.06,Premium,D,SI2,60.6,58.0,6.59,6.56,3.98,4767
58737,1.27,Premium,H,SI1,61.1,58.0,7.02,6.98,4.28,7079
101956,0.61,Premium,G,VS2,62.6,58.0,5.39,5.43,3.38,1827
94647,0.54,Ideal,G,VVS2,61.0,57.0,5.25,5.28,3.21,2012
43328,1.27,Ideal,H,VS1,61.8,57.0,6.93,6.96,4.28,8139
165775,0.32,Ideal,E,SI2,61.5,56.0,4.38,4.42,2.71,449
26445,0.41,Premium,E,SI1,62.8,58.0,4.77,4.74,2.98,882
4111,0.36,Ideal,D,SI1,61.5,56.0,4.57,4.6,2.82,851
4945,0.54,Ideal,G,VS1,60.6,56.0,5.29,5.26,3.2,1792
123711,0.26,Ideal,I,VS1,61.5,56.0,4.1,4.14,2.54,377
71385,1.51,Premium,H,SI1,63.0,60.0,7.17,7.23,4.52,8629
151009,0.7,Premium,H,VVS1,60.1,60.0,5.67,5.74,3.42,2553
6191,1.01,Premium,E,VS2,61.9,60.0,6.42,6.38,3.96,6600
191173,0.43,Ideal,D,VS1,61.9,56.0,4.87,4.83,3.0,1130
110193,1.51,Ideal,I,SI2,62.5,55.0,7.31,7.34,4.57,7826
73297,1.24,Ideal,G,VS1,62.6,55.0,6.79,6.83,4.26,8954
92993,0.3,Ideal,D,VS2,62.0,57.0,4.35,4.38,2.7,911
15184,0.7,Good,G,SI1,63.9,57.0,5.63,5.57,3.59,1790
16453,0.72,Ideal,D,VS2,61.8,56.0,5.75,5.78,3.56,3679
23486,1.0,Premium,E,SI2,59.7,59.0,6.51,6.46,3.87,3584
127434,0.51,Ideal,G,VVS1,62.1,56.0,5.1,5.13,3.18,2057
62637,1.1,Premium,H,SI1,61.9,58.0,6.57,6.62,4.08,5242
75470,1.03,Ideal,F,VS2,61.9,57.0,6.42,6.46,3.99,6596
187162,1.06,Ideal,H,SI1,62.0,55.0,6.54,6.55,4.06,5315
12667,1.52,Very Good,I,VS2,60.2,59.0,7.41,7.45,4.48,9377
179928,0.8,Ideal,E,SI2,62.2,54.0,5.94,5.95,3.69,2811
77843,0.31,Very Good,H,SI1,63.1,55.0,4.3,4.32,2.72,462
181664,1.01,Premium,F,SI2,61.9,59.0,6.45,6.42,3.99,4487
27149,0.51,Ideal,E,VS2,61.7,57.0,5.09,5.12,3.16,1656
1084,1.51,Ideal,H,VS2,62.9,55.0,7.31,7.36,4.62,10453
111042,1.0,Premium,E,IF,62.5,58.0,6.38,6.41,4.0,12644
3165,0.53,Premium,E,SI1,61.6,58.0,5.17,5.18,3.19,1395
173885,0.25,Premium,F,VS1,61.2,58.0,4.07,4.1,2.48,525
45281,0.42,Ideal,D,VVS2,60.3,57.0,4.87,4.85,2.93,1400
120053,1.01,Good,D,VS2,63.9,57.0,6.31,6.39,4.06,7848
142801,0.51,Ideal,F,VS2,61.7,55.0,5.17,5.19,3.2,1588
1856,0.7,Ideal,F,SI2,61.3,56.0,5.75,5.78,3.53,1642
45527,0.4,Ideal,F,VVS2,62.1,56.0,4.75,4.72,2.94,1140
37198,1.0,Very Good,J,VVS1,62.9,56.0,6.38,6.29,3.98,4032
131001,0.31,Ideal,F,VVS1,61.9,56.0,4.37,4.42,2.72,1041
32477,0.52,Ideal,F,VS2,62.0,57.0,5.18,5.15,3.2,1654
164083,1.24,Premium,F,VS2,62.0,59.0,6.92,6.85,4.26,6933
193481,0.41,Ideal,G,VS2,61.3,56.0,4.76,4.81,2.93,1061
117140,1.2,Good,E,SI1,63.1,59.0,6.64,6.62,4.17,7193
159823,0.42,Premium,F,VVS1,60.7,59.0,4.85,4.82,2.93,1227
26657,1.28,Premium,H,SI2,61.0,59.0,7.02,6.96,4.26,5771
53701,1.0,Ideal,F,SI1,62.1,56.0,6.41,6.37,3.97,5127
50114,0.23,Very Good,F,VVS2,61.8,56.0,3.95,3.98,2.45,581
156167,1.16,Ideal,H,SI2,62.1,57.0,6.76,6.74,4.19,5342
192203,0.31,Ideal,G,VS1,62.7,56.0,4.31,4.34,2.72,680
1387,1.56,Ideal,H,SI1,61.7,56.0,7.43,7.47,4.6,10071
125127,0.44,Ideal,H,VVS1,62.1,57.0,4.86,4.88,3.03,1095
66769,0.3,Premium,H,VS1,62.1,60.0,4.28,4.26,2.65,675
99635,0.5,Ideal,E,SI1,61.8,57.0,5.1,5.13,3.16,1415
2143,0.8,Ideal,F,VS1,61.9,56.0,5.97,5.94,3.69,3864
102225,0.9,Very Good,G,VS2,60.4,58.0,6.22,6.26,3.78,4428
72071,1.51,Premium,D,SI2,62.6,60.0,7.31,7.23,4.54,7903
35313,0.3,Ideal,E,VS2,62.1,53.6,4.3,4.33,2.68,658
93899,0.53,Premium,E,SI1,62.1,58.0,5.16,5.21,3.21,1569
101578,0.9,Good,E,SI2,63.8,59.0,6.06,6.09,3.87,3198
134485,2.09,Ideal,I,SI2,60.6,57.0,8.31,8.26,5.02,15540
49688,0.51,Very Good,E,SI1,63.5,57.0,5.07,5.1,3.22,1438
10582,1.05,Ideal,D,VS2,61.6,57.0,6.53,6.58,4.03,7744
8479,0.71,Ideal,F,VS2,61.6,55.0,5.76,5.74,3.54,2861
193493,1.55,Ideal,H,VS1,60.6,57.0,7.53,7.49,4.55,13950
135222,1.71,Premium,J,SI2,62.8,60.0,7.58,7.55,4.76,5431
39542,0.42,Premium,F,SI1,61.1,57.0,4.84,4.81,2.95,992
54028,0.32,Ideal,E,VS2,62.0,55.0,4.39,4.37,2.72,658
84766,1.31,Premium,H,VS2,61.1,59.0,7.05,7.08,4.3,7316
30455,0.71,Ideal,H,SI1,61.4,56.0,5.76,5.73,3.53,2491
44478,0.53,Premium,D,SI1,60.3,59.0,5.29,5.23,3.16,1395
128188,0.75,Ideal,E,SI1,61.7,56.0,5.82,5.84,3.61,2686
81673,0.71,Very Good,F,SI1,63.2,57.0,5.73,5.67,3.61,2464
175236,0.57,Very Good,E,SI1,61.7,57.0,5.32,5.35,3.29,1359
169088,0.52,Ideal,D,SI1,61.8,56.0,5.14,5.18,3.19,1631
174837,1.02,Good,G,VS1,63.4,59.0,6.32,6.37,4.01,6806
73158,0.56,Ideal,G,VS2,62.0,56.0,5.3,5.34,3.3,1625
51188,1.5,Ideal,F,VS2,62.8,57.0,7.26,7.31,4.58,15840
187757,0.26,Very Good,E,VS1,62.2,59.0,4.07,4.1,2.54,417
111033,1.08,Ideal,E,SI2,62.4,56.0,6.56,6.51,4.08,4634
18717,1.04,Ideal,G,VS1,62.3,56.0,6.5,6.45,4.03,7056
26057,1.05,Premium,H,VS1,62.5,57.0,6.51,6.47,4.06,5431
47352,0.31,Ideal,G,VS2,61.8,56.0,4.35,4.39,2.7,524
83245,0.5,Ideal,F,SI1,62.5,55.0,5.07,5.09,3.17,1356
55549,1.21,Premium,E,SI2,61.8,58.0,6.91,6.86,4.24,6223
130871,0.32,Ideal,G,VVS1,60.8,55.0,4.42,4.44,2.69,814
148195,1.12,Premium,I,VS2,60.3,59.0,6.75,6.72,4.06,6405
72634,0.56,Good,F,VS1,62.8,59.0,5.23,5.29,3.3,1963
132584,0.3,Ideal,E,VVS1,62.2,56.0,4.3,4.32,2.68,862
119471,0.72,Ideal,H,VS2,61.1,55.0,5.82,5.83,3.55,2767
1940,0.3,Ideal,E,VVS1,62.0,55.0,4.3,4.33,2.68,826
20800,0.72,Premium,E,VS2,61.9,58.0,5.75,5.8,3.57,2843
148395,0.55,Ideal,D,VS2,61.8,56.0,5.29,5.23,3.25,1808
50653,1.05,Ideal,E,SI1,61.7,56.0,6.5,6.53,4.02,5553
110363,1.67,Premium,H,VS1,62.5,60.0,7.47,7.55,4.7,12146
53401,1.01,Premium,G,VVS2,60.8,59.0,6.5,6.48,3.94,7365
136344,0.41,Very Good,F,SI1,62.8,58.0,4.73,4.69,2.96,716
